,date_mutation,valeur_fonciere,surface_reelle_bati,code_postal,longitude,latitude
2243327,2017-03-02,70676.0,18.0,69003.0,4.851334,45.755833
2243329,2017-03-15,182000.0,70.0,69008.0,4.882063,45.723618
2243340,2017-03-20,168500.0,72.0,69008.0,4.851354,45.735406
2243342,2017-03-08,308050.0,73.0,69003.0,4.848797,45.76247
2243343,2017-03-22,212000.0,68.0,69006.0,4.859157,45.764081
2243344,2017-03-22,261650.0,45.0,69006.0,4.845013,45.772465999999994
2243345,2017-03-03,278000.0,70.0,69007.0,4.837903,45.735923
2243347,2017-03-16,90000.0,23.0,69007.0,4.8402400000000005,45.753931
2243349,2017-03-17,155000.0,48.0,69007.0,4.833384,45.73018
2243351,2017-03-10,163740.0,57.0,69008.0,4.880804,45.729393
2243353,2017-03-21,340000.0,77.0,69006.0,4.855651,45.770371000000004
2243357,2017-03-10,386100.0,114.0,69007.0,4.846759,45.75006
2243358,2017-03-20,102000.0,32.0,69003.0,4.896915,45.753098
2243362,2017-03-15,135000.0,27.0,69008.0,4.882231,45.732857
2243364,2017-03-01,162900.0,65.0,69008.0,4.855027,45.731899
2243368,2017-03-22,291000.0,72.0,69007.0,4.853191000000001,45.750102000000005
2243369,2017-03-06,179000.0,80.0,69008.0,4.877502,45.723555
2243371,2017-03-14,192000.0,97.0,69008.0,4.879569,45.7303
2243372,2017-03-23,112500.0,84.0,69007.0,4.825263,45.73475
2243374,2017-03-17,99000.0,40.0,69008.0,4.851647,45.738323
2243375,2017-03-24,74000.0,22.0,69003.0,4.890646,45.745055
2243377,2017-03-17,481300.0,103.0,69003.0,4.843692,45.762277000000005
2243379,2017-03-24,374000.0,85.0,69006.0,4.841958999999999,45.766918
2243380,2017-03-06,210000.0,63.0,69008.0,4.865381,45.735124
2243383,2017-03-29,250400.0,84.0,69003.0,4.872792,45.759887
2243386,2017-03-22,139700.0,35.0,69008.0,4.8673269999999995,45.745109
2243387,2017-03-07,160000.0,47.0,69008.0,4.876821,45.738976
2243391,2017-03-10,747900.0,185.0,69006.0,4.847532,45.77043
2243393,2017-03-16,515000.0,110.0,69003.0,4.873208,45.751358
2243396,2017-03-22,358340.0,84.0,69007.0,4.844602,45.745414000000004
2243401,2017-03-24,237500.0,119.0,69008.0,4.851623,45.730281
2243408,2017-03-24,321000.0,73.0,69008.0,4.870668,45.742031
2243409,2017-03-15,170000.0,97.0,69008.0,4.879569,45.7303
2243410,2017-03-06,133000.0,48.0,69003.0,4.878968,45.748705
2243412,2017-03-29,466000.0,79.0,69006.0,4.846928,45.765485999999996
2243413,2017-03-17,135000.0,36.0,69007.0,4.844618,45.751346000000005
2243414,2017-03-09,226800.0,68.0,69003.0,4.893593,45.752702
2243415,2017-03-21,160000.0,41.0,69003.0,4.854508,45.75662
2243417,2017-03-15,115000.0,65.0,69008.0,4.872152,45.731328000000005
2243418,2017-03-24,126000.0,36.0,69007.0,4.844547,45.748215
2243420,2017-03-28,208000.0,73.0,69008.0,4.863361,45.741147
2243421,2017-03-15,171000.0,73.0,69003.0,4.858176,45.755972
2243422,2017-03-14,130314.0,68.0,69007.0,4.827765,45.735104
2243424,2017-03-15,231000.0,71.0,69008.0,4.880081,45.738482
2243426,2017-03-24,255000.0,67.0,69007.0,4.83265,45.744671000000004
2243428,2017-03-22,66000.0,17.0,69006.0,4.851853,45.7678
2243429,2017-03-20,213850.0,42.0,69006.0,4.849193,45.764716
2243434,2017-03-10,192000.0,64.0,69008.0,4.878447,45.72801
2243435,2017-03-15,194000.0,48.0,69003.0,4.851483,45.754816
2243437,2017-03-17,200000.0,73.0,69007.0,4.843651,45.752328000000006
2243440,2017-03-21,212000.0,51.0,69007.0,4.834078,45.743719
2243441,2017-03-13,232500.0,93.0,69007.0,4.825683000000001,45.735388
2243443,2017-03-21,116000.0,37.0,69003.0,4.882212,45.747686
2243444,2017-03-27,93000.0,31.0,69007.0,4.8546830000000005,45.750797999999996
2243446,2017-03-17,230000.0,66.0,69007.0,4.838019999999999,45.730571999999995
2243447,2017-03-08,380000.0,98.0,69006.0,4.849151999999999,45.773378
2243454,2017-03-13,180500.0,54.0,69007.0,4.849247,45.750178000000005
2243455,2017-03-21,268000.0,96.0,69007.0,4.825683000000001,45.735388
2243458,2017-03-20,199500.0,65.0,69003.0,4.875099,45.750605
2243460,2017-03-22,145100.0,43.0,69003.0,4.869917,45.753119
2243462,2017-03-16,256000.0,69.0,69006.0,4.845716,45.775084
2243463,2017-03-31,153000.0,57.0,69003.0,4.876021,45.756828000000006
2243465,2017-03-21,120000.0,30.0,69007.0,4.844181,45.753401000000004
2243466,2017-03-15,322400.0,63.0,69006.0,4.8414150000000005,45.770917
2243467,2017-03-17,181500.0,57.0,69003.0,4.856694,45.753797
2243468,2017-03-16,234900.0,65.0,69003.0,4.866862,45.762170000000005
2243469,2017-03-31,218000.0,38.0,69006.0,4.855295,45.765827
